Date,Open,High,Low,Close,Adj Close,Volume
2020-12-24,828.7999877929688,834.9000244140625,815.2999877929688,833.2000122070312,833.2000122070312,7294578
2020-12-28,837.5999755859375,839.0,825.2000122070312,830.1500244140625,830.1500244140625,4810932
2020-12-29,830.1500244140625,835.75,817.5,827.9500122070312,827.9500122070312,3311293
2020-12-30,830.0,830.0,816.0499877929688,823.7999877929688,823.7999877929688,2715404
2020-12-31,824.0,833.3499755859375,816.4000244140625,819.9500122070312,819.9500122070312,4842886
2021-01-01,822.7999877929688,828.9500122070312,820.6500244140625,826.5999755859375,826.5999755859375,2474916
2021-01-04,831.0,837.2999877929688,826.5499877929688,832.25,832.25,3487801
2021-01-05,832.25,843.75,825.2999877929688,827.25,827.25,4559213
2021-01-06,829.0,834.4000244140625,815.25,824.7999877929688,824.7999877929688,3318460
2021-01-07,830.0,830.4500122070312,818.0,826.5499877929688,826.5499877929688,2879675
2021-01-08,830.7000122070312,846.2000122070312,827.4000244140625,838.7000122070312,838.7000122070312,5072916
2021-01-11,839.0,860.0,832.75,856.8499755859375,856.8499755859375,5332109
2021-01-12,860.0,864.5999755859375,841.0,843.1500244140625,843.1500244140625,4338010
2021-01-13,847.3499755859375,852.0,832.5,841.7000122070312,841.7000122070312,3596529
2021-01-14,841.7000122070312,847.5499877929688,829.0,840.9000244140625,840.9000244140625,3652930
2021-01-15,839.0,844.9000244140625,821.0,823.7000122070312,823.7000122070312,3137877
2021-01-18,822.0,826.6500244140625,796.2000122070312,801.75,801.75,3742440
2021-01-19,802.5,825.4000244140625,802.5,822.4500122070312,822.4500122070312,3791378
2021-01-20,822.5,834.9000244140625,822.2999877929688,832.7999877929688,832.7999877929688,3056546
2021-01-21,835.0,839.2999877929688,809.0,812.75,812.75,3326213
2021-01-22,815.7999877929688,822.5,798.25,808.2999877929688,808.2999877929688,3883231
2021-01-25,813.0,857.0,808.25,836.7999877929688,836.7999877929688,10704200
2021-01-27,839.9000244140625,856.4500122070312,825.2000122070312,842.5,842.5,7410174
2021-01-28,835.5,848.8499755859375,825.7000122070312,841.9000244140625,841.9000244140625,4489853
2021-01-29,847.9500122070312,850.8499755859375,820.75,825.9000244140625,825.9000244140625,7185812
2021-02-01,815.0,831.0,779.9500122070312,806.4000244140625,806.4000244140625,13856367
2021-02-02,807.0,826.3499755859375,801.5,821.5999755859375,821.5999755859375,8486828
2021-02-03,826.0,878.9000244140625,824.2000122070312,849.25,849.25,15674616
2021-02-04,847.5499877929688,856.5,832.5999755859375,834.4500122070312,834.4500122070312,4639606
2021-02-05,839.5999755859375,854.9000244140625,830.5,847.7000122070312,847.7000122070312,7381183
2021-02-08,852.0,859.25,841.0499877929688,847.25,847.25,4244906
2021-02-09,848.0,856.8499755859375,839.0,841.75,841.75,4200281
2021-02-10,847.5999755859375,867.0,841.0,863.4000244140625,863.4000244140625,5665209
2021-02-11,868.0,874.9000244140625,856.0,859.7999877929688,859.7999877929688,5347864
2021-02-12,859.0,864.3499755859375,845.5,848.5499877929688,848.5499877929688,2473012
2021-02-15,850.0999755859375,856.5999755859375,842.0,844.2999877929688,844.2999877929688,2531913
2021-02-16,850.0,852.25,841.25,848.3499755859375,848.3499755859375,2808115
2021-02-17,849.4500122070312,854.7000122070312,833.0,835.7000122070312,835.7000122070312,2539649
2021-02-18,835.0,843.4500122070312,822.5,825.4500122070312,825.4500122070312,4114251
2021-02-19,823.7999877929688,825.4500122070312,799.0,807.3499755859375,807.3499755859375,3834443
2021-02-22,811.4000244140625,817.5,786.0499877929688,792.4500122070312,792.4500122070312,4090429
2021-02-23,795.0,803.1500244140625,788.4000244140625,790.9500122070312,790.9500122070312,3264477
2021-02-24,794.0,798.0999755859375,776.25,789.0499877929688,789.0499877929688,1587082
2021-02-25,795.0,814.0,790.4500122070312,809.1500244140625,809.1500244140625,5478169
2021-02-26,805.0,820.0,780.0,787.0499877929688,787.0499877929688,7549015
2021-03-01,795.0,800.5,782.0,789.7999877929688,789.7999877929688,2748271
2021-03-02,792.5999755859375,815.0,790.7999877929688,811.7999877929688,811.7999877929688,4275166
2021-03-03,817.9500122070312,818.1500244140625,807.5999755859375,812.5,812.5,3265559
2021-03-04,807.4000244140625,818.0,803.7000122070312,806.75,806.75,3640996
2021-03-05,806.5,812.0,800.25,805.1500244140625,805.1500244140625,3832170
2021-03-08,807.9500122070312,819.0,806.2000122070312,809.25,809.25,2915298
2021-03-09,812.5999755859375,816.7000122070312,792.0999755859375,797.0,797.0,2783825
2021-03-10,806.0,814.75,801.0,812.4000244140625,812.4000244140625,2512573
2021-03-12,816.5,818.7000122070312,802.0,805.9500122070312,805.9500122070312,2082799
2021-03-15,807.9000244140625,808.9000244140625,790.0,805.5,805.5,2651062
2021-03-16,805.0999755859375,808.5,787.0,792.2999877929688,792.2999877929688,3671229
2021-03-17,794.7999877929688,794.7999877929688,770.0,772.1500244140625,772.1500244140625,3246092
2021-03-18,776.0,778.4500122070312,750.8499755859375,755.1500244140625,755.1500244140625,2894624
2021-03-19,751.0,767.25,738.0999755859375,760.6500244140625,760.6500244140625,5262000
2021-03-22,762.0,784.5999755859375,758.7000122070312,772.8499755859375,772.8499755859375,3563266
2021-03-23,775.0,779.4000244140625,768.4000244140625,776.0999755859375,776.0999755859375,2118532
2021-03-24,777.7999877929688,798.7000122070312,772.6500244140625,792.9500122070312,792.9500122070312,6904173
2021-03-25,796.9000244140625,802.2999877929688,783.2999877929688,787.25,787.25,5292130
2021-03-26,791.0,799.0,781.25,787.4500122070312,787.4500122070312,2934548
2021-03-30,790.25,815.9000244140625,790.25,812.2000122070312,812.2000122070312,4453933
2021-03-31,811.0,823.9500122070312,805.0,815.0999755859375,815.0999755859375,3075406
2021-04-01,819.5,824.0,811.5999755859375,818.2999877929688,818.2999877929688,1910949
2021-04-05,825.0,827.0,806.0999755859375,819.75,819.75,2920638
2021-04-06,824.0,845.0,821.8499755859375,836.1500244140625,836.1500244140625,4569120
